Provincia;Latitud;Longitud;Edad Aprox.;Sexo;Motivo Desaparción;Motivo Desaparción Obs.;Fecha Desaparición;Situación Actual;Fecha Localización
TUNGURAHUA;-1,24508904;-78,62216563;15;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;27/9/2023;ENCONTRADO;2/10/2023
AZUAY;-2,98833503;-78,76392719;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;19/9/2023;ENCONTRADO;29/9/2023
GUAYAS;-2,22775420;-79,93954390;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;21/7/2023;ENCONTRADO;27/7/2023
PICHINCHA;-0,29304050;-78,54975920;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;1/8/2023;ENCONTRADO;2/8/2023
GUAYAS;-2,25224590;-79,87780840;17;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;20/7/2023;ENCONTRADO;25/7/2023
GUAYAS;-2,08448350;-79,93097190;49;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;21/3/2023;ENCONTRADO;6/7/2023
PICHINCHA;-0,29911000;-78,57282770;3;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;6/8/2023;ENCONTRADO;20/8/2023
GUAYAS;-2,16932087;-79,83719664;33;HOMBRE;FALLECIDO;NO DETERMINADA;3/7/2023;FALLECIDO;11/7/2023
GUAYAS;-2,14496330;-79,90170240;42;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;14/8/2023;ENCONTRADO;20/8/2023
TUNGURAHUA;-1,32916185;-78,62957704;16;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;8/8/2023;ENCONTRADO;18/8/2023
GUAYAS;-2,08448350;-79,93097190;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;29/7/2023;ENCONTRADO;1/8/2023
MANABI;-1,07304391;-80,44798274;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;27/7/2023;ENCONTRADO;2/8/2023
GUAYAS;-2,24756400;-79,89233800;17;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;5/7/2023;ENCONTRADO;11/7/2023
PICHINCHA;-0,25757280;-78,51640780;32;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;20/7/2023;ENCONTRADO;21/7/2023
PICHINCHA;-0,24411000;-78,51638940;18;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;20/7/2023;ENCONTRADO;24/7/2023
TUNGURAHUA;-1,23309620;-78,62001290;17;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;8/5/2023;ENCONTRADO;12/5/2023
GUAYAS;-2,15536796;-79,91923408;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;3/4/2023;ENCONTRADO;1/8/2023
ORELLANA;-0,46167280;-76,99310740;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;20/5/2023;ENCONTRADO;5/7/2023
GUAYAS;-2,20416180;-79,90541320;27;MUJER;FALLECIDO;NO DETERMINADA;29/6/2023;FALLECIDO;11/7/2023
SANTA ELENA;-2,19713100;-80,98749500;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;26/4/2023;ENCONTRADO;14/5/2023
MANABI;-1,00458869;-79,91160572;13;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;3/5/2023;ENCONTRADO;12/5/2023
AZUAY;-2,91073535;-79,02069154;23;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;28/7/2023;ENCONTRADO;5/8/2023
EL ORO;-3,28007161;-79,91582573;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;7/8/2023;ENCONTRADO;9/8/2023
COTOPAXI;-0,94119490;-79,23160420;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;26/7/2023;ENCONTRADO;8/8/2023
PICHINCHA;-0,20790994;-78,38817744;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;15/8/2023;ENCONTRADO;20/8/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,26345740;-79,18926820;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;9/7/2023;ENCONTRADO;19/7/2023
COTOPAXI;-0,94119490;-79,23160420;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;25/7/2023;ENCONTRADO;8/8/2023
PICHINCHA;-0,32688148;-78,54176199;26;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/7/2023;ENCONTRADO;1/8/2023
EL ORO;-3,48197811;-80,22393670;15;MUJER;PROBLEMAS ACADÉMICOS;BAJO RENDIMIENTO;29/6/2023;ENCONTRADO;6/7/2023
GUAYAS;-2,12527317;-79,99986521;31;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;17/2/2023;ENCONTRADO;5/7/2023
LOS RIOS;-1,00844080;-79,46043200;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;2/2/2023;ENCONTRADO;23/6/2023
BOLIVAR;-1,71711010;-79,03625440;42;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;5/2/2023;ENCONTRADO;7/6/2023
PICHINCHA;-0,32764400;-78,56735470;34;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;10/4/2023;ENCONTRADO;27/6/2023
PICHINCHA;-0,30694910;-78,50189990;33;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;29/9/2023;ENCONTRADO;30/9/2023
ESMERALDAS;0,95975959;-79,64801891;13;MUJER;PROBLEMAS FAMILIARES;MALTRATO PSICOLOGICO;21/3/2023;ENCONTRADO;30/5/2023
PICHINCHA;-0,09604880;-78,42403280;14;MUJER;EXTRAVIADA;HOSPITALIZADO;29/9/2023;ENCONTRADO;30/9/2023
CHIMBORAZO;-1,66536361;-78,64558697;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;11/5/2023;ENCONTRADO;12/5/2023
CARCHI;0,81506870;-77,71659250;16;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;29/9/2023;ENCONTRADO;30/9/2023
PICHINCHA;-0,21072520;-78,44108950;48;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;27/9/2023;ENCONTRADO;3/10/2023
CHIMBORAZO;-1,67585490;-78,65983060;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;30/9/2023;ENCONTRADO;1/10/2023
GUAYAS;-2,09720784;-79,93686261;26;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;11/2/2023;ENCONTRADO;21/5/2023
LOS RIOS;-1,02795390;-79,46892180;63;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;8/5/2023;ENCONTRADO;16/5/2023
GUAYAS;-2,06382860;-79,95284510;28;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;26/9/2023;ENCONTRADO;2/10/2023
GUAYAS;-2,06382860;-79,95284510;9;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;26/9/2023;ENCONTRADO;2/10/2023
GUAYAS;-2,06382860;-79,95284510;1;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;26/9/2023;ENCONTRADO;2/10/2023
BOLIVAR;-1,64146990;-78,98964615;17;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;27/9/2023;ENCONTRADO;30/9/2023
PICHINCHA;-0,15560200;-78,37284560;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;30/9/2023;ENCONTRADO;1/10/2023
AZUAY;-2,89216643;-78,99292231;38;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;11/2/2023;ENCONTRADO;30/9/2023
PICHINCHA;-0,25909750;-78,55756760;9;HOMBRE;PROBLEMAS SOCIALES;MIGRACION;19/4/2023;ENCONTRADO;13/7/2023
SANTA ELENA;-2,22717400;-80,93020700;23;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;8/3/2023;ENCONTRADO;13/10/2023
LOS RIOS;-1,80798083;-79,49406624;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/8/2023;ENCONTRADO;14/9/2023
SANTO DOMINGO DE LOS TSACHILAS;0,00916720;-79,39160500;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;30/6/2023;ENCONTRADO;11/7/2023
LOJA;-4,15467944;-79,51895714;19;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;3/5/2023;ENCONTRADO;25/7/2023
PICHINCHA;-0,18065320;-78,46783820;41;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;22/9/2023;ENCONTRADO;2/10/2023
PICHINCHA;-0,24182030;-78,52775060;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;23/9/2023;ENCONTRADO;28/9/2023
TUNGURAHUA;-1,28037000;-78,63703670;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;19/9/2023;ENCONTRADO;2/10/2023
TUNGURAHUA;-1,28037000;-78,63703670;12;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;19/9/2023;ENCONTRADO;2/10/2023
PICHINCHA;-0,24182030;-78,52775060;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;23/9/2023;ENCONTRADO;28/9/2023
GUAYAS;-2,19091121;-79,88147842;66;HOMBRE;FALLECIDO;NO DETERMINADA;13/4/2023;FALLECIDO;4/8/2023
PICHINCHA;-0,21990670;-78,50706820;19;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;30/9/2023;ENCONTRADO;1/10/2023
PICHINCHA;-0,21990670;-78,50706820;8;HOMBRE;PROBLEMAS FAMILIARES;MALTRATO FISICO;30/9/2023;ENCONTRADO;1/10/2023
PICHINCHA;-0,23979630;-78,50870380;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;9/3/2023;ENCONTRADO;20/6/2023
PICHINCHA;-0,09604880;-78,42403280;45;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;28/9/2023;ENCONTRADO;2/10/2023
PASTAZA;-1,83319098;-77,82422099;18;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;18/9/2023;ENCONTRADO;11/10/2023
MANABI;-0,07087110;-80,14078140;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;31/7/2023;ENCONTRADO;10/8/2023
GUAYAS;-2,08851570;-79,93785530;30;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;15/8/2023;ENCONTRADO;20/8/2023
PICHINCHA;-0,29911000;-78,57282770;20;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;6/8/2023;ENCONTRADO;20/8/2023
GUAYAS;-2,10014780;-79,68879760;4;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;2/6/2023;ENCONTRADO;2/8/2023
AZUAY;-2,90012850;-79,00589650;23;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;15/8/2023;ENCONTRADO;17/8/2023
PICHINCHA;-0,43326850;-78,54074870;36;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;10/6/2023;ENCONTRADO;15/7/2023
PICHINCHA;-0,12240860;-78,46524830;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;30/9/2023;ENCONTRADO;1/10/2023
GUAYAS;-2,12252930;-80,00013500;77;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;29/9/2023;ENCONTRADO;2/10/2023
LOS RIOS;-0,97183275;-79,47188278;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;14/5/2023;ENCONTRADO;7/6/2023
PICHINCHA;-0,07660410;-78,47377360;18;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;8/6/2023;ENCONTRADO;10/7/2023
PICHINCHA;-0,30320550;-78,53999520;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;15/9/2023;ENCONTRADO;5/10/2023
CARCHI;0,82557924;-77,69127846;17;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;30/9/2023;ENCONTRADO;2/10/2023
PICHINCHA;-0,13365220;-78,50189720;26;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;30/9/2023;ENCONTRADO;1/10/2023
AZUAY;-3,05043968;-78,79727125;46;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;11/4/2023;ENCONTRADO;15/6/2023
PICHINCHA;-0,27969562;-78,58417869;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;23/1/2023;ENCONTRADO;13/5/2023
TUNGURAHUA;-1,25434080;-78,62285040;28;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;27/9/2023;ENCONTRADO;11/10/2023
EL ORO;-3,30753300;-79,94165490;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;29/9/2023;ENCONTRADO;1/10/2023
GUAYAS;-2,21236070;-79,93076580;17;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;14/3/2023;ENCONTRADO;20/8/2023
PICHINCHA;-0,24164350;-78,51248630;12;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;19/5/2023;ENCONTRADO;12/10/2023
ORELLANA;-0,46167280;-76,99310740;18;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;30/9/2023;ENCONTRADO;2/10/2023
MORONA SANTIAGO;-2,30780525;-78,11897235;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;14/8/2023;ENCONTRADO;21/8/2023
TUNGURAHUA;-1,32789090;-78,54141560;50;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;4/8/2023;ENCONTRADO;14/8/2023
GUAYAS;-2,12252930;-80,00013500;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;27/7/2023;ENCONTRADO;8/8/2023
TUNGURAHUA;-1,39283440;-78,42687580;32;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;6/7/2023;ENCONTRADO;21/7/2023
PICHINCHA;-0,14540920;-78,50461710;16;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;16/8/2023;ENCONTRADO;20/8/2023
PICHINCHA;-0,21707900;-78,48869120;28;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;24/5/2023;ENCONTRADO;19/8/2023
AZUAY;-2,89209790;-78,99277540;19;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;2/7/2023;ENCONTRADO;8/7/2023
EL ORO;-3,68730330;-79,61090490;17;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;18/7/2023;ENCONTRADO;20/7/2023
EL ORO;-3,23713390;-79,82615350;19;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;13/6/2023;ENCONTRADO;2/8/2023
COTOPAXI;-0,98245216;-78,60264295;42;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;20/7/2023;ENCONTRADO;21/7/2023
LOS RIOS;-0,88465686;-79,49106930;49;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;10/7/2023;ENCONTRADO;20/8/2023
CHIMBORAZO;-1,67816946;-78,65613880;12;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;19/7/2023;ENCONTRADO;5/8/2023
ZAMORA CHINCHIPE;-4,17248511;-78,92852783;16;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;12/9/2023;ENCONTRADO;12/10/2023
EL ORO;-3,27491008;-79,97122763;14;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;1/8/2023;ENCONTRADO;2/8/2023
IMBABURA;0,36009907;-78,12343581;19;MUJER;PROBLEMAS SOCIALES;DROGADICCION;15/7/2023;ENCONTRADO;20/7/2023
GUAYAS;-2,22101938;-79,90928681;6;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;30/6/2023;ENCONTRADO;18/7/2023
GUAYAS;-2,18941280;-79,88906620;13;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;9/6/2023;ENCONTRADO;21/8/2023
ORELLANA;-0,46167280;-76,99310740;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/8/2023;ENCONTRADO;20/8/2023
BOLIVAR;-1,61263151;-79,01324272;76;HOMBRE;FALLECIDO;NO DETERMINADA;22/8/2023;FALLECIDO;24/8/2023
MANABI;-0,20201650;-80,26347740;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;23/8/2023;ENCONTRADO;27/8/2023
CHIMBORAZO;-1,64829884;-78,63998030;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;21/8/2023;ENCONTRADO;31/8/2023
CAÑAR;-2,77411633;-78,84760421;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;19/8/2023;ENCONTRADO;25/8/2023
GUAYAS;-2,09060028;-79,92002093;30;MUJER;SIN_DATO;SIN_DATO;29/9/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,18002670;-79,91065890;38;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;24/8/2023;ENCONTRADO;28/8/2023
ESMERALDAS;0,90769011;-79,68643779;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;2/8/2023;ENCONTRADO;3/8/2023
GUAYAS;-1,67144900;-80,02256500;56;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;3/7/2023;ENCONTRADO;20/8/2023
PICHINCHA;-0,29876920;-78,52278020;23;HOMBRE;FALLECIDO;HOMICIDIO ASESINATO;12/5/2023;FALLECIDO;21/8/2023
PICHINCHA;-0,32392280;-78,55240710;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;16/8/2023;ENCONTRADO;23/8/2023
LOJA;-3,99711570;-79,20124380;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;5/7/2023;ENCONTRADO;24/8/2023
ESMERALDAS;0,32843764;-79,47444095;21;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;4/7/2023;ENCONTRADO;26/7/2023
LOS RIOS;-1,44283302;-79,46518421;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;14/8/2023;ENCONTRADO;7/9/2023
PICHINCHA;0,08134450;-79,04896850;72;HOMBRE;EXTRAVIADA;PERSONA EXTRAVIADA;19/8/2023;ENCONTRADO;14/9/2023
PICHINCHA;-0,27368020;-78,52768700;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;18/4/2023;ENCONTRADO;27/8/2023
PICHINCHA;-0,21069100;-78,39559860;7;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;25/8/2023;ENCONTRADO;30/8/2023
PICHINCHA;-0,26781390;-78,55577420;23;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;19/8/2023;ENCONTRADO;21/8/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,24774951;-79,14855480;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;24/8/2023;ENCONTRADO;26/8/2023
PICHINCHA;-0,22062250;-78,50495260;54;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;1/3/2023;ENCONTRADO;27/8/2023
PICHINCHA;-0,40661260;-78,54620980;26;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;3/8/2023;ENCONTRADO;25/8/2023
SANTA ELENA;-2,23061734;-80,90365166;2;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;7/5/2023;ENCONTRADO;12/9/2023
PICHINCHA;-0,26095165;-78,53063696;32;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;2/2/2023;ENCONTRADO;26/8/2023
AZUAY;-2,90868800;-79,00728080;13;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;3/8/2023;ENCONTRADO;20/8/2023
IMBABURA;0,33923300;-78,16784390;27;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;12/8/2023;ENCONTRADO;21/8/2023
PICHINCHA;-0,32764400;-78,56735470;15;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;25/8/2023;ENCONTRADO;26/8/2023
SUCUMBIOS;-0,03989837;-76,79292994;18;MUJER;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;13/8/2023;ENCONTRADO;21/8/2023
MANABI;-1,04833016;-80,44369394;13;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;25/8/2023;ENCONTRADO;26/8/2023
MANABI;-1,35256940;-80,58272720;59;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;11/8/2023;ENCONTRADO;21/8/2023
NAPO;-1,01897113;-77,80629158;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;8/7/2023;ENCONTRADO;20/8/2023
PICHINCHA;-0,13790230;-78,50857780;84;HOMBRE;EXTRAVIADA;PERSONA EXTRAVIADA;25/8/2023;ENCONTRADO;26/8/2023
MANABI;-0,40186663;-80,08158285;13;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;24/8/2023;ENCONTRADO;27/8/2023
CHIMBORAZO;-1,93454030;-78,67166984;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;25/8/2023;ENCONTRADO;26/8/2023
GUAYAS;-2,13105699;-79,88176141;17;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;10/8/2023;ENCONTRADO;21/8/2023
NAPO;-1,00609980;-77,82094333;16;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;12/8/2023;ENCONTRADO;21/8/2023
EL ORO;-3,28909508;-79,89857422;9;HOMBRE;PROBLEMAS PSICOLÓGICOS;PROBLEMAS DE CONDUCTA;26/8/2023;ENCONTRADO;26/8/2023
GUAYAS;-2,24756400;-79,89233800;26;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;27/7/2023;ENCONTRADO;21/8/2023
AZUAY;-2,92686830;-79,02893860;44;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;25/8/2023;ENCONTRADO;29/8/2023
GUAYAS;-2,28405793;-79,88365790;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;25/8/2023;ENCONTRADO;5/9/2023
GUAYAS;-2,09835970;-79,69230470;46;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;19/8/2023;ENCONTRADO;22/8/2023
NAPO;-0,98952128;-77,81149825;68;HOMBRE;EXTRAVIADA;PERSONA EXTRAVIADA;9/8/2023;ENCONTRADO;21/8/2023
IMBABURA;0,46054510;-78,19399010;8;HOMBRE;PROBLEMAS FAMILIARES;MALTRATO FISICO;24/8/2023;ENCONTRADO;27/8/2023
GUAYAS;-2,07215490;-79,93451410;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;18/8/2023;ENCONTRADO;29/8/2023
MORONA SANTIAGO;-1,94586200;-77,98956750;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;1/3/2023;ENCONTRADO;21/8/2023
PICHINCHA;-0,12303469;-78,50570341;24;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;25/8/2023;ENCONTRADO;28/8/2023
CARCHI;0,48662200;-78,03095420;14;MUJER;PROBLEMAS ACADÉMICOS;BAJO RENDIMIENTO;20/8/2023;ENCONTRADO;21/8/2023
AZUAY;-2,92809170;-78,77878890;8;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;1/7/2023;ENCONTRADO;21/8/2023
MANABI;-0,94353273;-80,74434572;34;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;24/8/2023;ENCONTRADO;26/8/2023
MANABI;-1,05706335;-80,45809853;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;20/8/2023;ENCONTRADO;22/8/2023
GUAYAS;-2,13095550;-79,93809840;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;25/8/2023;ENCONTRADO;26/9/2023
AZUAY;-2,92809170;-78,77878890;10;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;1/7/2023;ENCONTRADO;21/8/2023
LOS RIOS;-1,06924340;-79,52662110;21;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;14/8/2023;ENCONTRADO;20/8/2023
ESMERALDAS;0,93092598;-79,68963693;37;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;9/8/2023;ENCONTRADO;26/9/2023
ESMERALDAS;0,93092598;-79,68963693;10;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;9/8/2023;ENCONTRADO;26/9/2023
PICHINCHA;-0,30581687;-78,56041275;21;MUJER;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;26/8/2023;ENCONTRADO;27/8/2023
PICHINCHA;-0,29485935;-78,52900843;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;1/3/2023;ENCONTRADO;26/8/2023
PICHINCHA;-0,07660410;-78,47377360;46;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;21/8/2023;ENCONTRADO;22/8/2023
PICHINCHA;-0,32951149;-78,52560596;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;27/8/2023;ENCONTRADO;27/8/2023
CHIMBORAZO;-1,65510620;-78,64270950;23;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;17/8/2023;ENCONTRADO;18/8/2023
PICHINCHA;-0,32951149;-78,52560596;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;27/8/2023;ENCONTRADO;27/8/2023
PICHINCHA;-0,27347650;-78,55401840;19;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;6/8/2023;ENCONTRADO;20/8/2023
PICHINCHA;-0,10818483;-78,50605841;14;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;21/8/2023;ENCONTRADO;22/8/2023
PICHINCHA;-0,30536626;-78,56249415;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;24/8/2023;ENCONTRADO;11/9/2023
PICHINCHA;-0,21927915;-78,52475320;2;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;7/8/2023;ENCONTRADO;19/8/2023
